Column1;Column2;Column3;Column4
12/12/2022/19:56:57;20.95;47.50;1
12/12/2022/20:1:59;20.95;48.50;1
12/12/2022/20:7:0;20.95;49.00;1
12/12/2022/20:12:1;20.90;48.50;1
12/12/2022/20:17:2;20.95;48.50;1
12/12/2022/20:22:3;20.90;49.00;1
12/12/2022/20:27:5;20.95;48.50;1
12/12/2022/20:32:6;20.95;50.50;1
12/12/2022/20:37:7;20.90;47.00;1
12/12/2022/20:42:8;20.95;47.00;1
12/12/2022/20:47:10;20.90;48.50;1
12/12/2022/20:52:12;20.95;49.00;1
12/12/2022/20:57:12;20.95;50.50;1
12/12/2022/21:2:13;20.95;48.50;1
12/12/2022/21:7:14;20.90;48.50;1
12/12/2022/21:12:16;20.85;47.50;1
12/12/2022/21:17:17;20.90;50.00;1
12/12/2022/21:22:18;20.90;50.50;1
12/12/2022/21:27:19;20.90;50.00;1
12/12/2022/21:32:21;20.95;49.50;1
12/12/2022/21:37:22;20.95;53.00;1
12/12/2022/21:42:23;20.95;54.00;1
12/12/2022/21:47:24;20.90;48.50;1
12/12/2022/21:52:25;20.85;49.00;1
12/12/2022/21:57:27;20.85;51.00;1
12/12/2022/22:2:28;20.80;48.00;1
12/12/2022/22:7:29;20.85;50.50;1
12/12/2022/22:12:30;20.80;47.50;1
12/12/2022/22:17:31;20.30;47.00;1
12/12/2022/22:22:33;20.80;49.00;1
12/12/2022/22:27:34;20.30;49.00;1
12/12/2022/22:32:35;20.80;48.00;1
12/12/2022/22:37:36;20.75;48.00;1
12/12/2022/22:42:38;20.75;49.00;1
12/12/2022/22:47:39;20.80;53.00;1
12/12/2022/22:52:40;20.80;52.50;1
12/12/2022/22:57:41;20.30;51.00;1
12/12/2022/23:2:42;20.80;52.50;1
12/12/2022/23:7:44;20.80;53.00;1
12/12/2022/23:12:45;20.75;52.00;1
12/12/2022/23:17:46;20.75;51.50;1
12/12/2022/23:22:47;20.25;52.00;1
12/12/2022/23:27:48;20.30;53.50;1
12/12/2022/23:32:50;20.25;53.50;1
12/12/2022/23:37:51;20.15;51.50;1
12/12/2022/23:42:52;20.20;54.00;1
12/12/2022/23:47:53;20.25;54.00;1
12/12/2022/23:52:55;20.15;52.00;1
12/12/2022/23:57:56;20.15;50.50;1
12/12/2022/0:2:57;20.05;52.00;1
12/12/2022/0:7:58;20.15;54.00;1
12/12/2022/0:12:59;20.20;54.50;1
12/12/2022/0:18:1;20.20;54.00;1
12/12/2022/0:23:2;20.10;50.50;1
12/12/2022/0:28:3;20.00;52.00;1
12/12/2022/0:33:4;20.10;53.50;1
12/12/2022/0:38:5;20.15;51.50;1
12/12/2022/0:43:7;19.95;53.00;1
12/12/2022/0:48:8;19.95;50.50;1
12/12/2022/0:53:9;20.05;53.50;1
12/12/2022/0:58:10;20.10;54.00;1
12/12/2022/1:3:12;20.10;54.50;1
12/12/2022/1:8:13;20.10;55.00;1
12/12/2022/1:13:14;20.05;50.50;1
12/12/2022/1:18:15;20.05;54.00;1
12/12/2022/1:23:16;20.05;49.50;1
12/12/2022/1:28:18;20.00;53.00;1
12/12/2022/1:33:19;20.00;54.00;1
12/12/2022/1:38:20;19.35;56.00;1
12/12/2022/1:43:21;19.30;56.50;1
12/12/2022/1:48:22;19.30;56.50;1
12/12/2022/1:53:24;19.30;56.00;1
12/12/2022/1:58:25;20.45;56.00;1
12/12/2022/2:3:26;19.30;57.00;1
12/12/2022/2:8:27;19.30;55.00;1
12/12/2022/2:13:28;19.30;57.00;1
12/12/2022/2:18:30;19.25;57.00;1
12/12/2022/2:23:31;19.25;57.00;1
12/12/2022/2:28:32;19.20;57.00;1
12/12/2022/2:33:33;19.35;56.50;1
12/12/2022/2:38:35;19.95;55.50;1
12/12/2022/2:43:36;19.95;55.50;1
12/12/2022/2:48:37;19.95;55.50;1
12/12/2022/2:53:38;19.95;55.50;1
12/12/2022/2:58:39;19.95;55.50;1
12/12/2022/3:3:41;19.95;55.50;1
12/12/2022/3:8:42;19.95;55.50;1
12/12/2022/3:13:43;19.95;55.00;1
12/12/2022/3:18:44;19.95;55.50;1
12/12/2022/3:23:46;19.95;55.50;1
12/12/2022/3:28:47;19.95;56.00;1
12/12/2022/3:33:48;19.95;56.00;1
12/12/2022/3:38:49;19.95;55.50;1
12/12/2022/3:43:50;19.95;56.00;1
12/12/2022/3:48:52;19.45;56.00;1
12/12/2022/3:53:53;19.95;56.00;1
12/12/2022/3:58:54;19.95;56.00;1
12/12/2022/4:3:55;19.95;56.00;1
12/12/2022/4:8:57;19.95;56.00;1
12/12/2022/4:13:58;19.40;56.00;1
12/12/2022/4:18:59;19.40;56.00;1
12/12/2022/4:24:0;19.45;56.00;1
12/12/2022/4:29:1;19.40;56.00;1
12/12/2022/4:34:3;19.35;56.00;1
12/12/2022/4:39:4;19.30;56.50;1
12/12/2022/4:44:5;19.35;56.00;1
12/12/2022/4:49:6;19.30;56.00;1
12/12/2022/4:54:8;19.20;56.50;1
12/12/2022/4:59:9;19.30;56.00;1
12/12/2022/5:4:10;19.30;56.00;1
12/12/2022/5:9:12;19.20;56.50;1
12/12/2022/5:14:12;19.25;55.50;1
12/12/2022/5:19:14;19.20;56.00;1
12/12/2022/5:24:15;19.25;56.00;1
12/12/2022/5:29:16;19.30;55.50;1
12/12/2022/5:34:17;19.20;55.00;1
12/12/2022/5:39:18;20.20;56.00;1
12/12/2022/5:44:20;20.15;56.00;1
12/12/2022/5:49:21;19.10;56.00;1
12/12/2022/5:54:22;19.10;56.50;1
12/12/2022/5:59:23;19.00;57.50;1
12/12/2022/6:4:25;19.10;56.50;1
12/12/2022/6:9:26;19.20;56.00;1
12/12/2022/6:14:27;19.20;56.00;1
12/12/2022/6:19:28;19.25;56.00;1
12/12/2022/6:24:29;19.15;56.00;1
12/12/2022/6:29:31;19.10;56.50;1
12/12/2022/6:34:32;19.20;56.00;1
12/12/2022/6:39:33;19.25;56.00;1
12/12/2022/6:44:34;19.25;54.00;1
12/12/2022/6:49:35;19.25;55.00;1
12/12/2022/6:54:37;19.15;56.00;1
12/12/2022/6:59:38;19.15;54.50;1
12/12/2022/7:4:39;19.25;56.00;1
12/12/2022/7:9:40;19.30;56.00;1
12/12/2022/7:14:42;19.30;55.50;1
12/12/2022/7:19:43;19.30;54.00;1
12/12/2022/7:24:44;19.35;54.50;1
12/12/2022/7:29:45;19.30;53.00;1
12/12/2022/7:34:46;19.30;53.00;1
12/12/2022/7:39:48;19.35;56.00;1
12/12/2022/7:44:49;19.45;55.50;1
12/12/2022/7:49:50;19.95;56.00;1
12/12/2022/7:54:51;20.00;58.50;1
12/12/2022/7:59:52;20.00;61.00;1
12/12/2022/8:4:54;20.00;58.00;1
12/12/2022/8:9:55;20.05;58.50;1
12/12/2022/8:14:56;20.10;58.50;1
12/12/2022/8:19:57;20.10;58.00;1
12/12/2022/8:24:59;20.15;57.50;1
12/12/2022/8:30:0;20.10;54.00;1
12/12/2022/8:35:1;20.15;54.50;1
12/12/2022/8:40:2;20.20;56.50;1
12/12/2022/8:45:3;20.20;56.00;1
12/12/2022/8:50:5;20.25;55.50;1
12/12/2022/8:55:6;20.25;56.00;1
12/12/2022/9:0:7;20.80;57.00;1
12/12/2022/9:5:8;20.85;57.00;1
12/12/2022/9:10:9;20.85;57.00;1
12/12/2022/9:15:12;20.90;56.50;1
12/12/2022/9:20:12;20.90;56.00;1
12/12/2022/9:25:13;21.00;55.50;1
12/12/2022/9:30:14;21.05;56.00;1
12/12/2022/9:35:16;21.10;55.50;1
12/12/2022/9:40:17;21.15;55.50;1
12/12/2022/9:45:18;21.10;55.00;1
12/12/2022/9:50:19;21.10;55.00;1
12/12/2022/9:55:20;21.10;55.50;1
12/12/2022/10:0:22;21.10;56.00;1
12/12/2022/10:5:23;21.00;56.00;1
12/12/2022/10:10:24;21.00;56.50;1
12/12/2022/10:15:25;21.00;56.50;1
12/12/2022/10:20:27;21.00;57.00;1
12/12/2022/10:25:28;21.00;57.00;1
12/12/2022/10:30:29;21.00;57.50;1
12/12/2022/10:35:30;21.00;57.50;1
12/12/2022/10:40:31;21.00;57.50;1
12/12/2022/10:45:33;21.00;57.50;1
12/12/2022/10:50:34;21.00;57.50;1
12/12/2022/10:55:35;21.00;57.50;1
12/12/2022/12:0:36;21.00;59.00;1
12/12/2022/12:5:38;21.00;59.00;1
12/12/2022/12:10:39;21.00;59.50;1
12/12/2022/12:15:40;21.00;57.50;1
12/12/2022/12:20:41;21.05;58.00;1
12/12/2022/12:25:42;21.10;58.00;1
12/12/2022/12:30:44;21.05;57.50;1
12/12/2022/12:35:45;21.10;57.50;1
12/12/2022/12:40:46;21.15;57.00;1
12/12/2022/12:45:47;21.15;57.00;1
12/12/2022/12:50:49;21.20;57.00;1
12/12/2022/12:55:50;21.20;57.50;1
12/12/2022/12:0:51;21.25;57.00;1
12/12/2022/12:5:52;21.25;57.00;1
12/12/2022/12:10:54;21.20;57.50;1
12/12/2022/12:15:55;21.20;57.50;1
12/12/2022/12:20:56;21.10;57.50;1
12/12/2022/12:25:57;21.15;57.50;1
12/12/2022/12:30:58;21.15;57.50;1
12/12/2022/12:36:0;21.15;57.00;1
12/12/2022/12:41:1;21.15;57.50;1
12/12/2022/12:46:2;21.20;57.00;1
12/12/2022/12:51:3;21.25;57.50;1
12/12/2022/12:56:5;21.25;57.50;1
12/12/2022/13:1:6;21.30;57.50;1
12/12/2022/13:6:7;21.85;59.50;1
12/12/2022/13:12:8;21.85;63.50;1
12/12/2022/13:16:9;21.85;57.50;1
12/12/2022/13:21:12;21.80;56.50;1
12/12/2022/13:26:12;21.80;56.50;1
12/12/2022/13:31:13;21.85;57.00;1
12/12/2022/13:36:14;21.85;56.50;1
12/12/2022/13:41:16;21.85;56.50;1
12/12/2022/13:46:17;21.85;56.50;1
12/12/2022/13:51:18;21.90;56.00;1
12/12/2022/13:56:19;21.90;56.50;1
12/12/2022/14:1:21;21.95;56.00;1
12/12/2022/14:6:22;21.95;56.00;1
12/12/2022/14:12:23;21.95;55.00;1
12/12/2022/14:16:24;22.00;55.00;1
12/12/2022/14:21:25;22.00;54.50;1
12/12/2022/14:26:27;22.00;54.50;1
12/12/2022/14:31:28;22.05;54.50;1
12/12/2022/14:36:29;22.00;54.50;1
12/12/2022/14:41:30;22.05;54.50;1
12/12/2022/14:46:31;22.05;54.50;1
12/12/2022/14:51:33;22.10;54.50;1
12/12/2022/14:56:34;22.10;54.00;1
12/12/2022/15:1:35;22.10;54.00;1
12/12/2022/15:6:36;22.10;54.50;1
12/12/2022/15:12:37;22.10;54.00;1
12/12/2022/15:16:39;22.10;54.00;1
12/12/2022/15:21:40;22.10;54.50;1
12/12/2022/15:26:41;22.10;54.00;1
12/12/2022/15:31:42;22.10;54.00;1
12/12/2022/15:36:43;22.10;54.50;1
12/12/2022/15:41:45;22.10;54.50;1
12/12/2022/15:46:46;22.10;54.00;1
12/12/2022/15:51:47;22.10;53.50;1
12/12/2022/15:56:48;22.10;53.00;1
12/12/2022/16:1:50;22.10;52.50;1
12/12/2022/16:6:51;22.10;52.00;1
12/12/2022/16:12:52;22.05;52.50;1
12/12/2022/16:16:53;22.05;53.00;1
12/12/2022/16:21:54;22.00;53.00;1
12/12/2022/16:26:56;22.00;52.50;1
12/12/2022/16:31:57;21.95;52.50;1
12/12/2022/16:36:58;21.95;51.50;1
12/12/2022/16:41:59;21.90;51.50;1
12/12/2022/16:47:1;21.85;51.00;1
12/12/2022/16:52:2;21.85;52.00;1
12/12/2022/16:57:3;21.30;53.00;1
12/12/2022/17:2:4;21.25;53.00;1
12/12/2022/17:7:5;21.25;54.00;1
12/12/2022/17:12:7;21.20;54.00;1
12/12/2022/17:17:8;21.15;54.50;1
12/12/2022/17:22:9;21.00;55.00;1
12/12/2022/17:27:10;20.95;55.50;1
12/12/2022/17:32:12;20.90;55.50;1
12/12/2022/17:37:13;20.90;55.50;1
12/12/2022/17:42:14;20.85;55.50;1
12/12/2022/17:47:15;20.90;55.50;1
12/12/2022/17:52:16;20.90;55.00;1
12/12/2022/17:57:18;20.95;55.00;1
12/12/2022/18:2:19;20.85;55.00;1
12/12/2022/18:7:20;20.80;55.00;1
12/12/2022/18:12:21;20.80;55.00;1
12/12/2022/18:17:23;20.20;56.00;1
12/12/2022/18:22:24;20.20;56.00;1
12/12/2022/18:27:25;20.10;56.50;1
12/12/2022/18:32:26;20.05;56.50;1
12/12/2022/18:37:27;20.00;56.50;1
12/12/2022/18:42:29;20.00;56.50;1
12/12/2022/18:47:30;20.00;56.00;1
12/12/2022/18:52:31;20.05;56.00;1
12/12/2022/18:57:32;19.45;55.50;1
12/12/2022/19:2:34;19.35;55.00;1
12/12/2022/19:7:35;19.30;55.00;1
12/12/2022/19:12:36;19.30;55.00;1
12/12/2022/19:17:37;19.25;55.00;1
12/12/2022/19:22:38;19.25;55.00;1
12/12/2022/19:27:40;19.20;55.00;1
12/12/2022/19:32:41;19.25;55.00;1
12/12/2022/19:37:42;19.90;54.50;1
12/12/2022/19:42:43;20.00;55.00;1
12/12/2022/19:47:44;20.00;55.00;1
12/12/2022/19:52:46;20.00;55.00;1
12/12/2022/19:57:47;19.95;54.50;1
12/12/2022/20:2:48;20.00;55.00;1
12/12/2022/20:7:49;20.00;55.00;1
12/12/2022/20:12:50;20.05;55.00;1
12/12/2022/20:17:52;20.00;55.00;1
12/12/2022/20:22:53;20.00;55.00;1
12/12/2022/20:27:54;20.05;55.00;1
12/12/2022/20:32:55;20.00;55.00;1
12/12/2022/20:37:56;20.00;55.00;1
12/12/2022/20:42:58;20.00;55.50;1
12/12/2022/20:47:59;20.00;55.50;1
12/12/2022/20:53:0;20.00;56.00;1
12/12/2022/20:58:1;20.00;56.00;1
12/12/2022/21:3:2;20.00;56.00;1
12/12/2022/21:8:4;20.00;56.00;1
12/12/2022/21:13:5;20.00;56.00;1
12/12/2022/21:18:6;20.00;56.00;1
12/12/2022/21:23:7;20.00;56.00;1
12/12/2022/21:28:9;20.00;56.00;1
12/12/2022/21:33:10;19.95;55.50;1
12/12/2022/21:38:12;19.95;55.50;1
12/12/2022/21:43:12;19.95;55.50;1
12/12/2022/21:48:13;19.95;55.50;1
12/12/2022/21:53:15;19.95;55.50;1
12/12/2022/21:58:16;19.95;55.50;1
12/12/2022/22:3:17;19.95;56.00;1
12/12/2022/22:8:18;19.95;56.00;1
12/12/2022/22:13:20;19.95;56.00;1
12/12/2022/22:18:21;19.95;56.00;1
12/12/2022/22:23:22;19.95;56.00;1
12/12/2022/22:28:23;19.95;56.00;1
12/12/2022/22:33:24;19.95;56.00;1
12/12/2022/22:38:26;19.95;56.00;1
12/12/2022/22:43:27;19.95;56.00;1
12/12/2022/22:48:28;19.95;56.00;1
12/12/2022/22:53:29;19.45;56.00;1
12/12/2022/22:58:31;19.40;56.00;1
12/12/2022/23:3:32;19.40;56.00;1
12/12/2022/23:8:33;19.40;56.50;1
12/12/2022/23:13:34;19.40;56.00;1
12/12/2022/23:18:35;19.40;56.00;1
12/12/2022/23:23:37;19.45;56.00;1
12/12/2022/23:28:38;19.40;56.00;1
12/12/2022/23:33:39;19.35;56.50;1
12/12/2022/23:38:40;19.40;56.50;1
12/12/2022/23:43:41;19.35;56.00;1
12/12/2022/23:48:43;19.35;56.50;1
12/12/2022/23:53:44;19.35;56.50;1
12/12/2022/23:58:45;19.35;56.50;1
13/12/2022/0:3:46;19.35;56.50;1
13/12/2022/0:8:48;19.35;57.00;1
13/12/2022/0:13:49;19.35;56.50;1
13/12/2022/0:18:50;19.35;57.00;1
13/12/2022/0:23:51;19.35;56.50;1
13/12/2022/0:28:52;19.35;57.00;1
13/12/2022/0:33:54;19.35;57.00;1
13/12/2022/0:38:55;19.35;57.00;1
13/12/2022/0:43:56;19.30;57.00;1
13/12/2022/0:48:57;19.35;57.00;1
13/12/2022/0:53:59;19.35;57.00;1
13/12/2022/0:59:0;19.35;57.00;1
13/12/2022/1:4:1;19.30;57.00;1
13/12/2022/1:9:2;19.30;57.00;1
13/12/2022/1:14:3;19.30;57.50;1
13/12/2022/1:19:5;19.30;57.50;1
13/12/2022/1:24:6;19.30;57.00;1
13/12/2022/1:29:7;19.30;57.50;1
13/12/2022/1:34:8;19.30;57.50;1
13/12/2022/1:39:10;19.30;57.50;1
13/12/2022/1:44:12;19.30;57.50;1
13/12/2022/1:49:12;19.25;57.50;1
13/12/2022/1:54:13;19.30;57.50;1
13/12/2022/1:59:14;19.25;57.50;1
13/12/2022/2:4:16;19.30;57.50;1
13/12/2022/2:9:17;19.25;57.50;1
13/12/2022/2:14:18;19.25;57.50;1
13/12/2022/2:19:19;19.25;57.50;1
13/12/2022/2:24:21;19.25;57.50;1
13/12/2022/2:29:22;19.25;57.50;1
13/12/2022/2:34:23;19.25;57.50;1
13/12/2022/2:39:24;19.25;57.50;1
13/12/2022/2:44:25;19.25;57.50;1
13/12/2022/2:49:27;19.25;57.50;1
13/12/2022/2:54:28;19.25;57.50;1
13/12/2022/2:59:29;19.25;57.50;1
13/12/2022/3:4:30;19.25;57.50;1
13/12/2022/3:9:32;19.25;57.50;1
13/12/2022/3:14:33;19.20;57.50;1
13/12/2022/3:19:34;19.20;57.50;1
13/12/2022/3:24:35;19.20;57.50;1
13/12/2022/3:29:36;19.20;57.50;1
13/12/2022/3:34:38;19.20;57.50;1
13/12/2022/3:39:39;19.20;57.50;1
13/12/2022/3:44:40;19.20;57.50;1
13/12/2022/3:49:41;19.20;57.50;1
13/12/2022/3:54:43;19.20;57.50;1
13/12/2022/3:59:44;19.20;57.50;1
13/12/2022/4:4:45;19.15;57.50;1
13/12/2022/4:9:46;19.15;57.50;1
13/12/2022/4:14:47;19.20;57.50;1
13/12/2022/4:19:49;19.20;57.50;1
13/12/2022/4:24:50;19.20;57.50;1
13/12/2022/4:29:51;19.15;57.50;1
13/12/2022/4:34:52;19.15;58.00;1
13/12/2022/4:39:54;19.15;58.00;1
13/12/2022/4:44:55;19.15;57.50;1
13/12/2022/4:49:56;19.15;57.50;1
13/12/2022/4:54:57;19.10;58.00;1
13/12/2022/4:59:58;19.10;58.00;1
13/12/2022/5:5:0;19.15;57.50;1
13/12/2022/5:10:1;19.10;57.50;1
13/12/2022/5:15:2;19.10;57.50;1
13/12/2022/5:20:3;19.05;58.00;1
13/12/2022/5:25:5;19.00;58.00;1
13/12/2022/5:30:6;18.95;57.00;1
13/12/2022/5:35:7;19.00;57.50;1
13/12/2022/5:40:8;18.90;57.50;1
13/12/2022/5:45:9;18.95;57.00;1
13/12/2022/5:50:12;18.90;57.50;1
13/12/2022/5:55:12;18.95;57.00;1
13/12/2022/6:0:13;18.95;57.00;1
13/12/2022/6:5:14;19.00;57.50;1
13/12/2022/6:10:16;19.00;57.50;1
13/12/2022/6:15:17;19.00;57.50;1
13/12/2022/6:20:18;19.00;57.50;1
13/12/2022/6:25:19;18.95;57.50;1
13/12/2022/6:30:20;19.00;57.50;1
13/12/2022/6:35:22;19.00;57.50;1
13/12/2022/6:40:23;19.05;57.50;1
13/12/2022/6:45:24;19.05;57.50;1
13/12/2022/6:50:25;19.05;57.50;1
13/12/2022/6:55:26;19.05;57.50;1
13/12/2022/7:0:28;19.10;57.50;1
13/12/2022/7:5:29;19.05;57.50;1
13/12/2022/7:10:30;19.05;56.50;1
13/12/2022/7:15:31;19.05;56.50;1
13/12/2022/7:20:33;18.90;56.00;1
13/12/2022/7:25:34;19.00;56.50;1
13/12/2022/7:30:35;19.05;56.00;1
13/12/2022/7:35:36;19.10;56.00;1
13/12/2022/7:40:37;19.10;55.50;1
13/12/2022/7:45:39;19.10;55.50;1
13/12/2022/7:50:40;19.10;55.50;1
13/12/2022/7:55:41;19.10;55.00;1
13/12/2022/8:0:42;19.05;55.50;1
13/12/2022/8:5:43;19.15;55.00;1
13/12/2022/8:10:45;19.10;55.00;1
13/12/2022/8:15:46;19.15;55.00;1
13/12/2022/8:20:47;19.20;55.00;1
13/12/2022/8:25:48;19.20;54.50;1
13/12/2022/8:30:49;19.25;55.00;1
13/12/2022/8:35:51;19.25;55.00;1
13/12/2022/8:40:52;19.30;55.00;1
13/12/2022/8:45:53;19.30;55.00;1
13/12/2022/8:50:54;19.35;55.00;1
13/12/2022/8:55:56;19.35;55.00;1
13/12/2022/9:0:57;19.40;55.00;1
13/12/2022/9:5:58;19.95;54.50;1
13/12/2022/9:10:59;19.95;54.50;1
13/12/2022/9:16:0;20.00;55.00;1
13/12/2022/9:21:2;20.05;55.00;1
13/12/2022/9:26:3;20.10;55.00;1
13/12/2022/9:31:4;20.10;55.00;1
13/12/2022/9:36:5;20.15;55.00;1
13/12/2022/9:41:6;20.20;55.00;1
13/12/2022/9:46:8;20.75;54.50;1
13/12/2022/9:51:9;20.75;54.50;1
13/12/2022/9:56:10;20.80;54.00;1
13/12/2022/10:1:12;20.80;54.00;1
13/12/2022/10:6:13;20.85;54.00;1
13/12/2022/10:12:14;20.90;53.00;1
13/12/2022/10:16:15;20.95;53.00;1
13/12/2022/10:21:16;20.95;53.00;1
13/12/2022/10:26:17;21.05;53.00;1
13/12/2022/10:31:19;21.05;53.00;1
13/12/2022/10:36:20;21.10;52.50;1
13/12/2022/10:41:21;21.15;52.00;1
13/12/2022/10:46:22;21.15;52.00;1
13/12/2022/10:51:24;21.15;52.00;1
13/12/2022/10:56:25;21.20;52.00;1
13/12/2022/12:1:26;21.20;51.50;1
13/12/2022/12:6:27;21.75;51.00;1
13/12/2022/12:12:28;21.75;50.50;1
13/12/2022/12:16:30;21.80;50.50;1
13/12/2022/12:21:31;21.90;50.50;1
13/12/2022/12:26:32;21.90;50.50;1
13/12/2022/12:31:33;21.95;50.50;1
13/12/2022/12:36:35;21.95;50.00;1
13/12/2022/12:41:36;21.95;49.50;1
13/12/2022/12:46:37;22.00;49.50;1
13/12/2022/12:51:38;22.00;49.00;1
13/12/2022/12:56:39;22.05;48.50;1
13/12/2022/12:1:41;22.10;48.50;1
13/12/2022/12:6:42;22.15;48.00;1
13/12/2022/12:12:43;22.10;47.50;1
13/12/2022/12:16:44;22.15;47.50;1
13/12/2022/12:21:45;22.20;47.50;1
13/12/2022/12:26:47;22.20;47.50;1
13/12/2022/12:31:48;22.25;48.00;1
13/12/2022/12:36:49;22.75;47.00;1
13/12/2022/12:41:50;22.80;47.00;1
13/12/2022/12:46:52;22.80;47.00;1
13/12/2022/12:51:53;22.80;46.50;1
13/12/2022/12:56:54;22.85;46.00;1
13/12/2022/13:1:55;22.85;45.50;1
13/12/2022/13:6:56;22.90;45.00;1
13/12/2022/13:12:58;22.90;44.50;1
13/12/2022/13:16:59;22.95;44.50;1
13/12/2022/13:22:0;22.95;44.00;1
13/12/2022/13:27:1;22.95;44.00;1
13/12/2022/13:32:2;22.95;44.50;1
13/12/2022/13:37:4;22.95;44.50;1
13/12/2022/13:42:5;23.00;44.00;1
13/12/2022/13:47:6;23.00;44.50;1
13/12/2022/13:52:7;23.05;44.50;1
13/12/2022/13:57:8;23.10;44.00;1
13/12/2022/14:2:10;23.10;44.00;1
13/12/2022/14:7:12;23.10;44.00;1
13/12/2022/14:12:12;23.10;44.00;1
13/12/2022/14:17:13;23.05;44.00;1
13/12/2022/14:22:15;23.05;44.00;1
13/12/2022/14:27:16;23.05;44.00;1
13/12/2022/14:32:17;23.10;44.00;1
13/12/2022/14:37:18;23.10;44.50;1
13/12/2022/14:42:19;23.10;44.00;1
13/12/2022/14:47:21;23.15;44.00;1
13/12/2022/14:52:22;23.15;44.00;1
13/12/2022/14:57:23;23.20;44.50;1
13/12/2022/15:2:24;23.15;44.50;1
13/12/2022/15:7:26;23.20;44.00;1
13/12/2022/15:12:27;23.20;44.00;1
13/12/2022/15:17:28;23.20;44.00;1
13/12/2022/15:22:29;23.20;44.00;1
13/12/2022/15:27:30;23.20;44.00;1
13/12/2022/15:32:32;23.20;44.00;1
13/12/2022/15:37:33;23.15;44.00;1
13/12/2022/15:42:34;23.10;44.00;1
13/12/2022/15:47:35;23.10;44.00;1
13/12/2022/15:52:36;23.10;44.00;1
13/12/2022/15:57:38;23.10;44.00;1
13/12/2022/16:2:39;23.10;44.00;1
13/12/2022/16:7:40;23.10;44.50;1
13/12/2022/16:12:41;23.05;44.50;1
13/12/2022/16:17:43;23.05;44.50;1
13/12/2022/16:22:44;23.00;44.50;1
13/12/2022/16:27:45;23.05;44.50;1
13/12/2022/16:32:46;23.00;44.50;1
13/12/2022/16:37:47;23.00;44.50;1
13/12/2022/16:42:49;23.00;44.50;1
13/12/2022/16:47:50;22.95;45.00;1
13/12/2022/16:52:51;22.90;45.00;1
13/12/2022/16:57:52;22.90;45.00;1
13/12/2022/17:2:53;22.90;45.50;1
13/12/2022/17:7:55;22.85;45.50;1
13/12/2022/17:12:56;22.85;45.50;1
13/12/2022/17:17:57;22.80;46.00;1
13/12/2022/17:22:58;22.80;46.50;1
13/12/2022/17:27:59;22.25;47.00;1
13/12/2022/17:33:1;22.25;47.50;1
13/12/2022/17:38:2;22.20;47.50;1
13/12/2022/17:43:3;22.20;48.00;1
13/12/2022/17:48:4;22.15;48.50;1
13/12/2022/17:53:6;22.15;48.50;1
13/12/2022/17:58:7;22.15;48.50;1
