Column1;Column2;Column3;Column4
15/12/2022/16:9:20;23.35;44.50;1
15/12/2022/16:14:21;23.30;45.00;1
15/12/2022/16:19:23;23.30;45.50;1
15/12/2022/16:24:24;23.30;45.50;1
15/12/2022/16:29:25;23.25;45.50;1
15/12/2022/16:34:26;23.25;46.00;1
15/12/2022/16:39:27;23.25;46.00;1
15/12/2022/16:44:29;23.20;46.00;1
15/12/2022/16:49:30;23.10;46.50;1
15/12/2022/16:54:31;23.05;47.50;1
15/12/2022/16:59:32;23.05;48.50;1
15/12/2022/17:4:34;23.00;48.50;1
15/12/2022/17:9:35;22.95;48.50;1
15/12/2022/17:14:36;22.95;49.00;1
15/12/2022/17:19:37;22.95;48.00;1
15/12/2022/17:24:38;23.00;48.00;1
15/12/2022/17:29:40;23.05;48.00;1
15/12/2022/17:34:41;23.00;48.00;1
15/12/2022/17:39:42;22.95;48.50;1
15/12/2022/17:44:43;22.95;49.00;1
15/12/2022/17:49:44;22.90;49.00;1
15/12/2022/17:54:46;22.90;49.00;1
15/12/2022/17:59:47;22.85;49.00;1
15/12/2022/18:4:48;22.85;49.00;1
15/12/2022/18:9:49;22.85;49.00;1
15/12/2022/18:14:51;22.85;49.50;1
15/12/2022/18:19:52;22.80;50.00;1
15/12/2022/18:24:53;22.30;51.00;1
15/12/2022/18:29:54;22.25;51.00;1
15/12/2022/18:34:55;22.25;51.00;1
15/12/2022/18:39:57;22.20;51.00;1
15/12/2022/18:44:58;22.15;51.00;1
15/12/2022/18:49:59;22.20;51.00;1
15/12/2022/18:55:0;22.20;51.00;1
15/12/2022/19:0:2;22.20;51.00;1
15/12/2022/19:5:3;22.20;51.00;1
15/12/2022/19:10:4;22.15;51.00;1
15/12/2022/19:15:5;22.10;50.50;1
15/12/2022/19:20:6;22.20;50.50;1
15/12/2022/19:25:8;22.20;50.50;1
15/12/2022/19:30:9;22.10;50.50;1
15/12/2022/19:35:10;22.10;50.50;1
15/12/2022/19:40:12;22.10;50.50;1
15/12/2022/19:45:13;22.10;51.00;1
15/12/2022/19:50:14;22.05;51.00;1
15/12/2022/19:55:15;22.05;51.00;1
15/12/2022/20:0:16;22.10;51.00;1
15/12/2022/20:5:17;22.10;51.00;1
15/12/2022/20:10:19;22.05;50.50;1
15/12/2022/20:15:20;22.05;51.00;1
15/12/2022/20:20:21;22.05;50.50;1
15/12/2022/20:25:22;22.05;51.00;1
15/12/2022/20:30:23;22.05;50.50;1
15/12/2022/20:35:25;22.05;51.00;1
15/12/2022/20:40:26;22.05;51.00;1
15/12/2022/20:45:27;22.10;51.00;1
15/12/2022/20:50:28;22.05;51.00;1
15/12/2022/20:55:30;22.05;51.50;1
15/12/2022/21:0:31;22.05;51.50;1
15/12/2022/21:5:32;22.05;51.50;1
15/12/2022/21:10:33;22.05;51.50;1
15/12/2022/21:15:34;22.00;52.00;1
15/12/2022/21:20:36;22.00;52.00;1
15/12/2022/21:25:37;22.00;52.00;1
15/12/2022/21:30:38;22.00;52.00;1
15/12/2022/21:35:39;21.95;52.00;1
15/12/2022/21:40:41;21.95;52.50;1
15/12/2022/21:45:42;21.90;52.50;1
15/12/2022/21:50:43;21.90;52.50;1
15/12/2022/21:55:44;21.90;52.50;1
15/12/2022/22:0:45;21.30;53.00;1
15/12/2022/22:5:47;21.25;53.00;1
15/12/2022/22:10:48;21.30;53.00;1
15/12/2022/22:15:49;21.30;53.00;1
15/12/2022/22:20:50;21.30;53.00;1
15/12/2022/22:25:52;21.30;53.00;1
15/12/2022/22:30:53;21.30;52.50;1
15/12/2022/22:35:54;21.25;53.00;1
15/12/2022/22:40:55;21.25;53.00;1
15/12/2022/22:45:57;21.20;53.00;1
15/12/2022/22:50:58;21.15;53.00;1
15/12/2022/22:55:59;21.15;53.00;1
15/12/2022/23:1:0;21.15;53.00;1
15/12/2022/23:6:1;21.10;53.00;1
15/12/2022/23:12:3;21.10;53.00;1
15/12/2022/23:16:4;21.15;53.00;1
15/12/2022/23:21:5;21.15;53.00;1
15/12/2022/23:26:6;21.10;53.00;1
15/12/2022/23:31:8;20.95;53.50;1
15/12/2022/23:36:9;20.90;53.50;1
15/12/2022/23:41:10;20.90;53.50;1
15/12/2022/23:46:12;20.85;54.00;1
15/12/2022/23:51:12;20.90;53.50;1
15/12/2022/23:56:14;21.05;53.00;1
16/12/2022/0:1:15;21.05;53.00;1
16/12/2022/0:6:16;21.00;53.00;1
16/12/2022/0:12:17;20.95;53.00;1
16/12/2022/0:16:19;20.95;53.00;1
16/12/2022/0:21:20;20.85;53.50;1
16/12/2022/0:26:21;20.95;53.50;1
16/12/2022/0:31:22;21.00;53.00;1
16/12/2022/0:36:24;21.05;53.00;1
16/12/2022/0:41:25;20.90;53.50;1
16/12/2022/0:46:26;20.85;54.00;1
16/12/2022/0:51:27;20.90;54.00;1
16/12/2022/0:56:28;20.95;53.00;1
16/12/2022/1:1:30;20.95;53.50;1
16/12/2022/1:6:31;20.95;53.50;1
16/12/2022/1:12:32;20.90;54.00;1
16/12/2022/1:16:33;20.85;54.50;1
16/12/2022/1:21:35;20.90;54.00;1
16/12/2022/1:26:36;20.95;53.50;1
16/12/2022/1:31:37;20.95;53.50;1
16/12/2022/1:36:38;20.95;53.50;1
16/12/2022/1:41:39;20.90;53.50;1
16/12/2022/1:46:41;20.95;54.00;1
16/12/2022/1:51:42;20.95;53.50;1
16/12/2022/1:56:43;20.95;53.50;1
16/12/2022/2:1:44;20.95;53.50;1
16/12/2022/2:6:46;20.95;54.00;1
16/12/2022/2:12:47;20.95;53.50;1
16/12/2022/2:16:48;20.95;53.50;1
16/12/2022/2:21:49;20.95;53.50;1
16/12/2022/2:26:50;20.95;53.50;1
16/12/2022/2:31:52;20.95;53.50;1
16/12/2022/2:36:53;20.95;53.50;1
16/12/2022/2:41:54;20.95;54.00;1
16/12/2022/2:46:55;20.95;53.50;1
16/12/2022/2:51:57;20.95;53.50;1
16/12/2022/2:56:58;20.95;54.00;1
16/12/2022/3:1:59;20.95;53.50;1
16/12/2022/3:7:0;20.95;53.50;1
16/12/2022/3:12:2;20.95;54.00;1
16/12/2022/3:17:3;20.95;54.00;1
16/12/2022/3:22:4;20.85;54.50;1
16/12/2022/3:27:5;20.90;54.00;1
16/12/2022/3:32:6;20.90;54.00;1
16/12/2022/3:37:8;20.90;54.00;1
16/12/2022/3:42:9;20.95;54.00;1
16/12/2022/3:47:10;20.95;54.00;1
16/12/2022/3:52:12;20.95;54.00;1
16/12/2022/3:57:13;20.95;54.00;1
16/12/2022/4:2:14;20.95;54.00;1
16/12/2022/4:7:15;20.90;54.00;1
16/12/2022/4:12:16;20.90;54.00;1
16/12/2022/4:17:17;20.90;53.50;1
16/12/2022/4:22:19;20.90;54.00;1
16/12/2022/4:27:20;20.85;54.00;1
16/12/2022/4:32:21;20.90;54.00;1
16/12/2022/4:37:22;20.90;54.00;1
16/12/2022/4:42:24;20.90;54.00;1
16/12/2022/4:47:25;20.85;55.00;1
16/12/2022/4:52:26;20.85;55.00;1
16/12/2022/4:57:27;20.85;54.50;1
16/12/2022/5:2:28;20.85;55.00;1
16/12/2022/5:7:30;20.85;55.00;1
16/12/2022/5:12:31;20.85;55.00;1
16/12/2022/5:17:32;20.85;55.00;1
16/12/2022/5:22:33;20.85;55.00;1
16/12/2022/5:27:35;20.85;55.00;1
16/12/2022/5:32:36;20.85;55.00;1
16/12/2022/5:37:37;20.85;55.00;1
16/12/2022/5:42:38;20.85;55.00;1
16/12/2022/5:47:40;20.85;55.00;1
16/12/2022/5:52:41;20.85;55.00;1
16/12/2022/5:57:42;20.80;55.00;1
16/12/2022/6:2:43;20.80;55.00;1
16/12/2022/6:7:44;20.80;55.00;1
16/12/2022/6:12:46;20.80;55.00;1
16/12/2022/6:17:47;20.80;55.50;1
16/12/2022/6:22:48;20.80;55.00;1
16/12/2022/6:27:49;20.80;55.00;1
16/12/2022/6:32:51;20.80;55.00;1
16/12/2022/6:37:52;20.80;55.00;1
16/12/2022/6:42:53;20.25;55.50;1
16/12/2022/6:47:54;20.80;55.00;1
16/12/2022/6:52:55;20.80;54.50;1
16/12/2022/6:57:57;20.80;54.00;1
16/12/2022/7:2:58;20.80;55.00;1
16/12/2022/7:7:59;20.80;54.50;1
16/12/2022/7:13:0;20.80;54.50;1
16/12/2022/7:18:2;20.80;54.50;1
16/12/2022/7:23:3;20.80;55.00;1
16/12/2022/7:28:4;20.80;55.00;1
16/12/2022/7:33:5;20.80;55.00;1
16/12/2022/7:38:6;20.80;55.00;1
16/12/2022/7:43:8;20.85;55.00;1
16/12/2022/7:48:9;20.85;54.00;1
16/12/2022/7:53:10;20.90;54.00;1
16/12/2022/7:58:12;20.95;54.00;1
16/12/2022/8:3:13;20.95;53.50;1
16/12/2022/8:8:14;20.95;55.00;1
16/12/2022/8:13:15;20.90;55.00;1
16/12/2022/8:18:16;20.95;54.50;1
16/12/2022/8:23:18;20.95;54.50;1
16/12/2022/8:28:19;21.00;54.50;1
16/12/2022/8:33:20;21.00;55.00;1
16/12/2022/8:38:21;21.05;55.00;1
16/12/2022/8:43:22;21.10;54.50;1
16/12/2022/8:48:24;21.10;53.50;1
16/12/2022/8:53:25;21.15;53.50;1
16/12/2022/8:58:26;21.15;53.00;1
16/12/2022/9:3:27;21.20;53.00;1
16/12/2022/9:8:28;21.20;53.00;1
16/12/2022/9:13:30;21.20;52.50;1
16/12/2022/9:18:31;21.25;52.00;1
16/12/2022/9:23:32;21.75;52.00;1
16/12/2022/9:28:33;21.85;52.00;1
16/12/2022/9:33:35;21.90;52.00;1
16/12/2022/9:38:36;21.90;51.50;1
16/12/2022/9:43:37;21.95;52.00;1
16/12/2022/9:48:38;21.95;52.00;1
16/12/2022/9:53:40;22.00;52.00;1
16/12/2022/9:58:41;22.05;51.50;1
16/12/2022/10:3:42;22.05;52.00;1
16/12/2022/10:8:43;22.10;52.00;1
16/12/2022/10:13:44;22.05;52.00;1
16/12/2022/10:18:46;22.10;52.00;1
16/12/2022/10:23:47;22.10;52.50;1
16/12/2022/10:28:48;22.15;52.00;1
16/12/2022/10:33:49;22.20;52.00;1
16/12/2022/10:38:50;22.20;52.00;1
16/12/2022/10:43:52;22.20;52.00;1
16/12/2022/10:48:53;22.20;51.50;1
16/12/2022/10:53:54;22.20;52.00;1
16/12/2022/10:58:55;22.20;51.50;1
16/12/2022/12:3:57;22.20;52.00;1
16/12/2022/12:8:58;22.25;51.50;1
16/12/2022/12:13:59;22.80;51.50;1
16/12/2022/12:19:0;22.85;51.00;1
16/12/2022/12:24:1;22.85;51.00;1
16/12/2022/12:29:3;22.90;51.00;1
16/12/2022/12:34:4;22.90;51.00;1
16/12/2022/12:39:5;22.95;50.50;1
16/12/2022/12:44:6;23.00;50.50;1
16/12/2022/12:49:8;23.05;50.00;1
16/12/2022/12:54:9;23.20;49.50;1
16/12/2022/12:59:10;23.90;48.00;1
16/12/2022/12:4:12;24.00;48.00;1
16/12/2022/12:9:12;23.35;48.00;1
16/12/2022/12:14:14;23.30;48.50;1
16/12/2022/12:19:15;23.20;49.00;1
16/12/2022/12:24:16;23.20;49.00;1
16/12/2022/12:29:17;23.20;49.00;1
16/12/2022/12:34:19;23.25;49.00;1
16/12/2022/12:39:20;23.20;48.50;1
16/12/2022/12:44:21;23.20;49.00;1
16/12/2022/12:49:22;23.20;49.00;1
16/12/2022/12:54:23;23.20;49.00;1
16/12/2022/12:59:25;23.20;49.00;1
16/12/2022/13:4:26;23.30;48.50;1
16/12/2022/13:9:27;23.95;48.00;1
16/12/2022/13:14:28;23.95;47.50;1
16/12/2022/13:19:30;23.95;47.00;1
16/12/2022/13:24:31;23.95;46.50;1
16/12/2022/13:29:32;23.95;47.00;1
16/12/2022/13:34:33;24.00;46.50;1
16/12/2022/13:39:34;24.00;47.00;1
16/12/2022/13:44:36;24.05;47.00;1
16/12/2022/13:49:37;24.05;46.00;1
16/12/2022/13:54:38;24.05;46.50;1
16/12/2022/13:59:39;24.15;46.50;1
16/12/2022/14:4:41;24.20;46.00;1
16/12/2022/14:9:42;24.25;46.50;1
16/12/2022/14:14:43;24.20;45.50;1
16/12/2022/14:19:44;24.25;45.00;1
16/12/2022/14:24:46;24.30;44.50;1
16/12/2022/14:29:47;24.85;44.50;1
16/12/2022/14:34:48;24.85;44.00;1
16/12/2022/14:39:49;24.90;43.50;1
16/12/2022/14:44:50;24.90;43.00;1
16/12/2022/14:49:52;24.90;42.50;1
16/12/2022/14:54:53;24.90;43.00;1
16/12/2022/14:59:54;24.95;42.50;1
16/12/2022/15:4:55;24.95;42.50;1
16/12/2022/15:9:57;24.95;42.50;1
16/12/2022/15:14:58;24.95;42.00;1
16/12/2022/15:19:59;24.85;42.50;1
16/12/2022/15:25:0;24.85;43.00;1
16/12/2022/15:30:1;24.80;43.00;1
16/12/2022/15:35:3;24.30;44.00;1
16/12/2022/15:40:4;24.25;44.00;1
16/12/2022/15:45:5;24.20;44.00;1
16/12/2022/15:50:6;24.15;43.50;1
16/12/2022/15:55:8;24.10;44.00;1
16/12/2022/16:0:9;24.10;44.50;1
16/12/2022/16:5:10;24.15;45.00;1
16/12/2022/16:10:12;24.15;45.00;1
16/12/2022/16:15:12;24.15;44.50;1
16/12/2022/16:20:14;24.15;45.00;1
16/12/2022/16:25:15;24.15;44.50;1
16/12/2022/16:30:16;24.05;43.50;1
16/12/2022/16:35:17;24.00;43.50;1
16/12/2022/16:40:19;24.00;44.50;1
16/12/2022/16:45:20;24.00;44.50;1
16/12/2022/16:50:21;24.00;45.00;1
16/12/2022/16:55:22;23.95;46.00;1
16/12/2022/17:0:23;23.95;46.00;1
16/12/2022/17:5:25;23.95;45.50;1
16/12/2022/17:10:26;23.35;45.50;1
16/12/2022/17:15:27;23.35;46.00;1
16/12/2022/17:20:28;23.30;46.00;1
16/12/2022/17:25:30;23.30;46.00;1
16/12/2022/17:30:31;23.25;46.50;1
16/12/2022/17:35:32;23.20;47.00;1
16/12/2022/17:40:33;23.15;47.50;1
16/12/2022/17:45:35;23.15;47.50;1
16/12/2022/17:50:36;23.10;48.00;1
16/12/2022/17:55:37;23.05;48.50;1
16/12/2022/18:0:38;23.00;48.50;1
16/12/2022/18:5:39;23.00;48.50;1
16/12/2022/18:10:41;22.95;48.50;1
16/12/2022/18:15:42;22.90;48.50;1
16/12/2022/18:20:43;22.90;48.50;1
16/12/2022/18:25:44;22.90;49.00;1
16/12/2022/18:30:45;22.85;48.50;1
16/12/2022/18:35:47;22.80;49.00;1
16/12/2022/18:40:48;22.80;48.50;1
16/12/2022/18:45:49;22.25;49.50;1
16/12/2022/18:50:50;22.25;49.50;1
16/12/2022/18:55:52;22.25;49.50;1
16/12/2022/19:0:53;22.20;49.50;1
16/12/2022/19:5:54;22.20;49.50;1
16/12/2022/19:10:55;22.20;49.50;1
16/12/2022/19:15:56;22.20;49.50;1
16/12/2022/19:20:58;22.15;50.00;1
16/12/2022/19:25:59;22.15;50.00;1
16/12/2022/19:31:0;22.15;49.50;1
16/12/2022/19:36:1;22.20;49.50;1
16/12/2022/19:41:2;22.20;49.50;1
16/12/2022/19:46:4;22.20;49.50;1
16/12/2022/19:51:5;22.15;49.50;1
16/12/2022/19:56:6;22.10;49.50;1
16/12/2022/20:1:7;22.10;49.50;1
16/12/2022/20:6:8;22.10;49.50;1
16/12/2022/20:12:10;22.10;49.50;1
16/12/2022/20:16:12;22.05;49.50;1
16/12/2022/20:21:12;22.10;49.50;1
16/12/2022/20:26:13;22.05;49.50;1
16/12/2022/20:31:15;21.95;50.00;1
16/12/2022/20:36:16;21.95;50.00;1
16/12/2022/20:41:17;22.00;50.00;1
16/12/2022/20:46:18;22.00;50.00;1
16/12/2022/20:51:19;21.95;50.00;1
16/12/2022/20:56:21;22.00;50.00;1
16/12/2022/21:1:22;21.95;50.00;1
16/12/2022/21:6:23;21.90;51.00;1
16/12/2022/21:12:24;21.90;51.00;1
16/12/2022/21:16:25;21.90;50.50;1
16/12/2022/21:21:27;21.95;51.00;1
16/12/2022/21:26:28;21.95;51.00;1
16/12/2022/21:31:29;21.95;50.00;1
16/12/2022/21:36:30;21.95;50.00;1
16/12/2022/21:41:32;21.95;50.00;1
16/12/2022/21:46:33;21.95;50.00;1
16/12/2022/21:51:34;21.85;50.50;1
16/12/2022/21:56:35;21.85;50.50;1
16/12/2022/22:1:36;21.80;51.50;1
16/12/2022/22:6:38;21.80;51.00;1
16/12/2022/22:12:39;21.30;50.50;1
16/12/2022/22:16:40;21.85;51.00;1
16/12/2022/22:21:41;21.90;50.50;1
16/12/2022/22:26:43;21.80;51.50;1
16/12/2022/22:31:44;21.25;51.50;1
16/12/2022/22:36:45;21.20;51.50;1
16/12/2022/22:41:46;21.25;50.50;1
16/12/2022/22:46:47;21.85;50.50;1
16/12/2022/22:51:49;21.90;50.50;1
16/12/2022/22:56:50;21.85;51.00;1
16/12/2022/23:1:51;21.90;51.00;1
16/12/2022/23:6:52;21.90;51.00;1
16/12/2022/23:12:54;21.90;51.00;1
16/12/2022/23:16:55;21.90;51.50;1
16/12/2022/23:21:56;21.90;51.50;1
16/12/2022/23:26:57;21.35;52.00;1
16/12/2022/23:31:58;21.25;52.00;1
16/12/2022/23:37:0;21.85;52.00;1
16/12/2022/23:42:1;21.85;52.00;1
16/12/2022/23:47:2;21.25;52.50;1
16/12/2022/23:52:3;21.25;52.50;1
16/12/2022/23:57:5;21.80;52.00;1
17/12/2022/0:2:6;21.80;52.00;1
17/12/2022/0:7:7;21.85;52.00;1
17/12/2022/0:12:8;21.25;52.00;1
17/12/2022/0:17:10;21.80;52.00;1
17/12/2022/0:22:12;21.35;52.00;1
17/12/2022/0:27:12;21.20;52.50;1
17/12/2022/0:32:13;21.20;52.50;1
17/12/2022/0:37:14;21.15;52.50;1
17/12/2022/0:42:16;21.25;52.50;1
17/12/2022/0:47:17;21.20;52.50;1
17/12/2022/0:52:18;21.20;52.50;1
17/12/2022/0:57:19;21.15;53.00;1
17/12/2022/1:2:21;21.10;52.50;1
17/12/2022/1:7:22;21.15;52.50;1
17/12/2022/1:12:23;21.20;52.00;1
17/12/2022/1:17:24;21.10;52.50;1
17/12/2022/1:22:25;21.15;52.50;1
17/12/2022/1:27:27;21.05;52.50;1
17/12/2022/1:32:28;20.95;53.00;1
17/12/2022/1:37:29;20.90;53.00;1
17/12/2022/1:42:30;20.95;52.50;1
17/12/2022/1:47:32;20.90;52.50;1
17/12/2022/1:52:33;20.90;52.50;1
17/12/2022/1:57:34;21.05;52.50;1
17/12/2022/2:2:35;21.05;52.00;1
17/12/2022/2:7:36;21.10;52.00;1
17/12/2022/2:12:38;21.10;52.00;1
17/12/2022/2:17:39;21.10;52.00;1
17/12/2022/2:22:40;21.10;52.00;1
17/12/2022/2:27:41;21.10;52.50;1
17/12/2022/2:32:43;21.10;53.00;1
17/12/2022/2:37:44;21.10;52.50;1
17/12/2022/2:42:45;21.10;52.50;1
17/12/2022/2:47:46;21.10;53.00;1
17/12/2022/2:52:48;21.10;53.00;1
17/12/2022/2:57:49;21.00;53.00;1
17/12/2022/3:2:50;20.95;53.50;1
17/12/2022/3:7:51;20.85;54.00;1
17/12/2022/3:12:52;20.95;53.50;1
17/12/2022/3:17:54;21.05;53.00;1
17/12/2022/3:22:55;20.95;53.00;1
17/12/2022/3:27:56;20.95;53.50;1
17/12/2022/3:32:57;21.00;53.50;1
17/12/2022/3:37:59;20.95;53.00;1
17/12/2022/3:43:0;21.00;53.00;1
17/12/2022/3:48:1;21.00;53.00;1
17/12/2022/3:53:2;21.05;53.50;1
17/12/2022/3:58:3;21.00;53.00;1
17/12/2022/4:3:5;21.05;53.00;1
17/12/2022/4:8:6;21.00;53.50;1
17/12/2022/4:13:7;20.95;53.50;1
17/12/2022/4:18:8;20.90;54.00;1
17/12/2022/4:23:10;20.95;53.50;1
17/12/2022/4:28:12;21.00;53.50;1
17/12/2022/4:33:12;20.95;53.50;1
17/12/2022/4:38:13;20.90;54.00;1
17/12/2022/4:43:14;20.95;54.00;1
17/12/2022/4:48:16;20.95;53.50;1
17/12/2022/4:53:17;20.95;54.00;1
17/12/2022/4:58:18;20.95;54.00;1
17/12/2022/5:3:19;20.95;53.50;1
17/12/2022/5:8:21;20.95;54.00;1
17/12/2022/5:13:22;20.90;54.00;1
17/12/2022/5:18:23;20.95;54.00;1
17/12/2022/5:23:24;20.95;54.00;1
17/12/2022/5:28:25;20.90;54.00;1
17/12/2022/5:33:27;20.95;54.00;1
17/12/2022/5:38:28;20.95;54.00;1
17/12/2022/5:43:29;20.80;54.50;1
17/12/2022/5:48:30;20.90;54.00;1
17/12/2022/5:53:32;20.85;54.00;1
17/12/2022/5:58:33;20.85;54.00;1
17/12/2022/6:3:34;20.85;54.00;1
17/12/2022/6:8:35;20.85;54.00;1
17/12/2022/6:13:37;20.90;54.00;1
17/12/2022/6:18:38;20.90;54.00;1
17/12/2022/6:23:39;20.90;54.00;1
17/12/2022/6:28:40;20.90;54.50;1
17/12/2022/6:33:41;20.85;54.50;1
17/12/2022/6:38:43;20.85;55.00;1
17/12/2022/6:43:44;20.90;55.00;1
17/12/2022/6:48:45;20.90;55.00;1
17/12/2022/6:53:46;20.90;55.00;1
17/12/2022/6:58:48;20.90;55.00;1
17/12/2022/7:3:49;20.90;55.00;1
17/12/2022/7:8:50;20.90;55.00;1
17/12/2022/7:13:51;20.90;55.00;1
17/12/2022/7:18:52;20.90;55.00;1
17/12/2022/7:23:54;20.90;55.00;1
17/12/2022/7:28:55;20.90;55.00;1
17/12/2022/7:33:56;20.90;55.00;1
17/12/2022/7:38:57;20.90;55.00;1
17/12/2022/7:43:58;20.85;55.50;1
17/12/2022/7:49:0;20.90;55.50;1
17/12/2022/7:54:1;20.95;55.00;1
17/12/2022/7:59:2;20.95;55.50;1
17/12/2022/8:4:3;20.95;55.00;1
17/12/2022/8:9:5;20.95;55.50;1
17/12/2022/8:14:6;20.95;57.00;1
17/12/2022/8:19:7;20.95;57.00;1
17/12/2022/8:24:8;20.95;57.00;1
17/12/2022/8:29:10;20.95;57.00;1
17/12/2022/8:34:12;20.95;57.00;1
17/12/2022/8:39:12;20.95;56.50;1
17/12/2022/8:44:13;20.95;56.50;1
17/12/2022/8:49:14;20.95;56.50;1
17/12/2022/8:54:16;20.95;56.50;1
17/12/2022/8:59:17;20.95;56.50;1
17/12/2022/9:4:18;21.00;56.50;1
17/12/2022/9:9:19;21.00;56.00;1
17/12/2022/9:14:21;21.05;56.00;1
17/12/2022/9:19:22;21.10;56.00;1
17/12/2022/9:58:53;21.75;53.50;1
17/12/2022/10:3:55;21.90;53.00;1
17/12/2022/10:8:56;21.95;53.00;1
   Y        57;22.00;52.50;1
17/12/2022/10:18:58;22.15;52.00;1
17/12/2022/10:24:0;22.25;51.50;1
17/12/2022/10:29:1;22.85;50.50;1
17/12/2022/10:34:2;22.90;50.00;1
17/12/2022/10:39:3;22.95;49.00;1
17/12/2022/10:44:4;23.00;48.00;1
17/12/2022/10:49:6;23.10;48.00;1
17/12/2022/10:54:7;23.25;47.50;1
17/12/2022/10:59:8;23.35;47.00;1
17/12/2022/12:4:9;23.30;47.50;1
17/12/2022/12:9:12;23.30;47.50;1
17/12/2022/12:14:12;23.20;48.00;1
17/12/2022/12:19:13;23.20;48.50;1
17/12/2022/12:24:14;23.30;48.50;1
17/12/2022/12:29:15;23.35;48.50;1
17/12/2022/12:34:17;23.45;48.00;1
17/12/2022/12:39:18;23.95;48.00;1
17/12/2022/12:44:19;23.95;47.00;1
17/12/2022/12:49:20;23.95;48.00;1
17/12/2022/12:54:22;23.95;47.50;1
17/12/2022/12:59:23;24.00;47.50;1
17/12/2022/12:4:24;24.10;47.50;1
17/12/2022/12:9:25;24.20;47.00;1
17/12/2022/12:14:26;24.15;47.00;1
17/12/2022/12:19:28;24.10;47.00;1
17/12/2022/12:24:29;24.10;47.50;1
17/12/2022/12:29:30;24.05;47.50;1
17/12/2022/12:34:31;24.00;48.00;1
17/12/2022/12:39:33;23.95;47.50;1
17/12/2022/12:44:34;23.95;47.50;1
17/12/2022/12:49:35;23.95;47.50;1
17/12/2022/12:54:36;23.95;47.50;1
17/12/2022/12:59:37;23.95;47.50;1
17/12/2022/13:4:39;24.00;48.00;1
17/12/2022/13:9:40;24.05;48.00;1
17/12/2022/13:14:41;24.05;48.00;1
17/12/2022/13:19:42;24.15;47.50;1
17/12/2022/13:24:44;24.20;47.50;1
17/12/2022/13:29:45;24.20;47.00;1
17/12/2022/13:34:46;24.25;47.00;1
17/12/2022/13:39:47;24.80;46.50;1
17/12/2022/13:44:49;24.80;46.00;1
17/12/2022/13:49:50;24.85;45.50;1
17/12/2022/13:54:51;24.95;45.50;1
17/12/2022/13:59:52;25.00;45.50;1
17/12/2022/14:4:53;25.05;45.50;1
17/12/2022/14:9:55;25.10;45.00;1
17/12/2022/14:14:56;25.00;45.00;1
17/12/2022/14:19:57;25.00;45.00;1
17/12/2022/14:24:58;25.05;45.00;1
17/12/2022/14:30:0;25.05;45.00;1
17/12/2022/14:35:1;25.05;45.00;1
17/12/2022/14:40:2;25.05;44.50;1
17/12/2022/14:45:3;25.05;44.00;1
